,temperatura,temperatura_max,temperatura_min,precipitacion,humedad_relativa,presion_atmosferica,velocidad_viento,direccion_viento,nubosidad,radiacion_solar,punto_rocio,grados_dia,confort_termico
2025-09-24 01:32:34.105103,13.97,18.7,9.67,0.0,80.67,990.06,4.1,287.05,63.25,77.91,10.1,3.97,0
2025-09-24 02:32:34.105103,13.19,18.04,9.37,0.0,84.35,989.85,8.47,257.59,38.08,127.1,10.06,3.19,0
2025-09-24 03:32:34.105103,18.42,26.36,13.77,0.0,76.46,984.36,5.46,235.0,41.11,91.87,13.71,8.42,0
2025-09-24 04:32:34.105103,18.76,21.96,11.98,0.0,64.98,981.03,5.92,240.22,9.68,510.91,11.76,8.76,1
2025-09-24 05:32:34.105103,15.35,22.69,9.75,0.0,84.29,990.08,5.07,300.03,52.17,320.21,12.21,5.35,0
2025-09-24 06:32:34.105103,18.0,23.89,13.97,0.0,76.27,988.63,4.23,305.92,40.9,370.48,13.25,8.0,0
2025-09-24 07:32:34.105103,17.14,22.33,9.75,0.0,83.21,987.37,2.46,200.77,31.77,395.4,13.78,7.14,0
2025-09-24 08:32:34.105103,17.99,24.61,10.59,0.0,77.24,989.65,7.74,218.3,45.99,368.5,13.44,7.99,0
2025-09-24 09:32:34.105103,12.37,17.8,5.01,0.0,88.96,988.74,6.2,193.65,36.93,438.96,10.16,2.37,0
2025-09-24 10:32:34.105103,14.43,21.79,10.23,0.0,82.69,992.3,4.64,323.52,31.77,590.46,10.96,4.43,0
2025-09-24 11:32:34.105103,13.72,21.23,8.47,0.0,88.15,989.18,3.3,5.44,43.83,458.67,11.35,3.72,0
2025-09-24 12:32:34.105103,6.54,11.65,-1.39,0.0,94.81,986.68,6.44,243.48,31.77,506.63,5.5,0.0,0
2025-09-24 13:32:34.105103,6.13,10.52,-0.73,0.0,92.31,991.89,3.22,319.42,51.37,362.17,4.6,0.0,0
2025-09-24 14:32:34.105103,2.98,8.94,-0.16,0.0,100.0,988.27,5.98,204.59,34.44,562.67,2.98,0.0,0
2025-09-24 15:32:34.105103,5.27,12.83,1.95,0.0,98.54,990.5,3.56,243.45,33.77,569.53,4.98,0.0,0
2025-09-24 16:32:34.105103,6.29,10.35,0.97,0.0,95.43,987.49,5.23,240.29,33.62,536.33,5.38,0.0,0
2025-09-24 17:32:34.105103,7.26,13.38,-0.28,0.0,84.72,986.97,8.05,294.35,44.96,387.2,4.21,0.0,0
2025-09-24 18:32:34.105103,4.2,10.36,-1.49,0.0,89.26,989.17,4.86,234.96,33.46,363.78,2.05,0.0,0
2025-09-24 19:32:34.105103,7.52,14.18,2.03,0.0,92.19,988.96,5.7,43.06,27.62,190.45,5.95,0.0,0
2025-09-24 20:32:34.105103,2.1,5.76,-1.43,0.0,99.58,990.36,10.02,194.16,38.73,259.92,2.01,0.0,0
2025-09-24 21:32:34.105103,2.4,8.98,-3.88,0.0,95.32,988.11,5.37,263.68,42.34,176.43,1.47,0.0,0
2025-09-24 22:32:34.105103,6.94,14.49,-0.17,0.0,92.29,983.41,3.19,258.21,29.34,153.31,5.4,0.0,0
2025-09-24 23:32:34.105103,9.27,13.17,4.37,0.0,96.04,987.62,6.07,267.96,31.5,74.22,8.48,0.0,0
2025-09-25 00:32:34.105103,9.97,14.16,3.1,0.0,90.52,991.28,4.03,225.23,61.37,0.0,8.08,0.0,0
2025-09-25 01:32:34.105103,7.46,15.31,-0.37,0.0,85.11,988.01,9.0,284.96,28.95,102.06,4.48,0.0,0
2025-09-25 02:32:34.105103,12.86,16.77,8.84,0.0,82.15,988.16,3.96,197.33,32.85,170.66,9.29,2.86,0
2025-09-25 03:32:34.105103,11.67,18.94,6.06,0.0,80.47,991.86,3.98,286.36,31.56,243.64,7.77,1.67,0
2025-09-25 04:32:34.105103,16.57,22.04,12.14,0.0,75.2,986.76,5.64,330.55,28.39,333.78,11.61,6.57,0
2025-09-25 05:32:34.105103,16.57,20.8,9.6,0.0,75.08,984.27,5.16,209.81,38.75,328.48,11.58,6.57,0
2025-09-25 06:32:34.105103,14.16,21.51,8.27,2.24,93.37,988.42,6.03,219.61,91.17,29.46,12.83,4.16,0
2025-09-25 07:32:34.105103,14.81,20.03,8.63,0.13,88.51,987.45,3.82,296.83,76.2,147.53,12.51,4.81,0
2025-09-25 08:32:34.105103,13.12,18.69,6.13,0.0,81.69,986.0,6.45,292.01,23.48,534.71,9.45,3.12,0
2025-09-25 09:32:34.105103,14.16,18.95,9.18,0.0,77.96,988.37,2.57,262.06,46.73,399.14,9.75,4.16,0
2025-09-25 10:32:34.105103,14.95,20.91,7.37,0.0,64.93,990.37,3.66,280.97,26.51,617.79,7.94,4.95,0
2025-09-25 11:32:34.105103,9.62,13.44,3.96,0.0,97.83,988.87,5.9,166.75,61.22,339.77,9.19,0.0,0
2025-09-25 12:32:34.105103,11.05,16.0,7.26,0.0,90.87,989.82,2.44,153.45,17.98,760.02,9.22,1.05,0
2025-09-25 13:32:34.105103,7.43,15.27,0.95,0.0,88.98,994.34,5.52,325.38,41.44,574.76,5.22,0.0,0
2025-09-25 14:32:34.105103,5.45,9.74,-1.51,0.0,93.91,987.87,5.12,239.76,61.14,304.25,4.24,0.0,0
2025-09-25 15:32:34.105103,5.58,11.87,1.0,0.0,87.77,989.73,3.44,331.93,35.35,285.99,3.14,0.0,0
2025-09-25 16:32:34.105103,2.77,7.4,-4.51,0.0,100.0,987.37,5.52,319.74,42.75,458.52,2.77,0.0,0
2025-09-25 17:32:34.105103,3.14,10.0,-4.39,0.0,100.0,986.36,3.52,249.59,47.96,303.3,3.14,0.0,0
2025-09-25 18:32:34.105103,1.64,5.3,-2.74,0.0,100.0,987.14,6.22,264.14,39.41,302.66,1.64,0.0,0
2025-09-25 19:32:34.105103,8.17,16.02,0.26,0.0,94.86,987.46,5.28,233.92,39.31,275.65,7.14,0.0,0
2025-09-25 20:32:34.105103,4.91,10.18,1.21,0.0,95.51,989.98,6.9,320.02,39.37,220.17,4.01,0.0,0
2025-09-25 21:32:34.105103,4.4,8.58,0.39,0.0,88.72,995.95,11.25,161.28,33.09,235.47,2.14,0.0,0
2025-09-25 22:32:34.105103,7.47,10.83,3.55,0.0,88.74,986.75,5.31,327.41,51.66,22.12,5.22,0.0,0
2025-09-25 23:32:34.105103,8.26,12.11,0.79,0.0,90.27,987.65,7.35,289.07,44.74,3.81,6.32,0.0,0
2025-09-26 00:32:34.105103,9.58,15.18,3.31,0.0,85.35,988.69,2.93,278.46,40.18,17.16,6.65,0.0,0
2025-09-26 01:32:34.105103,12.81,17.49,9.05,0.0,81.69,990.07,5.89,319.52,43.93,89.69,9.15,2.81,0
2025-09-26 02:32:34.105103,14.54,21.69,9.34,0.0,79.73,989.67,2.26,206.12,32.22,172.42,10.49,4.54,0
2025-09-26 03:32:34.105103,13.21,18.36,7.13,0.0,81.78,992.74,6.06,314.04,28.15,180.62,9.56,3.21,0
2025-09-26 04:32:34.105103,14.07,18.31,10.65,0.0,81.15,981.6,2.95,226.01,29.55,232.88,10.3,4.07,0
2025-09-26 05:32:34.105103,15.27,21.36,7.86,0.0,73.79,981.72,6.47,203.47,31.91,306.26,10.03,5.27,0
2025-09-26 06:32:34.105103,11.42,17.96,4.4,0.0,81.28,987.4,7.71,189.95,25.05,435.99,7.68,1.42,0
2025-09-26 07:32:34.105103,12.79,16.63,7.27,0.0,76.39,992.18,5.86,237.09,28.19,530.03,8.07,2.79,0
2025-09-26 08:32:34.105103,17.96,21.79,10.12,0.0,79.95,984.19,2.44,249.66,29.82,383.88,13.95,7.96,0
2025-09-26 09:32:34.105103,17.56,20.74,12.47,0.0,65.13,979.86,3.84,296.16,48.81,367.3,10.59,7.56,0
2025-09-26 10:32:34.105103,12.53,19.21,4.61,0.0,88.97,990.6,10.79,234.72,11.75,615.31,10.32,2.53,0
2025-09-26 11:32:34.105103,12.73,19.05,6.39,0.0,89.83,989.61,5.76,339.72,38.12,408.19,10.7,2.73,0
2025-09-26 12:32:34.105103,10.65,16.02,4.48,0.0,84.52,985.61,6.3,220.08,54.51,412.23,7.55,0.65,0
2025-09-26 13:32:34.105103,14.63,21.85,10.8,0.0,67.04,985.93,3.05,351.06,29.74,584.53,8.04,4.63,0
2025-09-26 14:32:34.105103,9.27,16.29,1.86,0.0,86.29,985.97,3.23,315.26,45.68,442.21,6.52,0.0,0
2025-09-26 15:32:34.105103,5.53,11.46,0.39,0.0,93.39,989.22,4.2,226.74,42.69,469.62,4.21,0.0,0
2025-09-26 16:32:34.105103,2.92,10.26,-0.89,0.0,92.57,987.0,6.91,262.03,34.61,429.05,1.43,0.0,0
2025-09-26 17:32:34.105103,1.02,5.05,-2.04,0.0,97.9,990.37,3.32,245.53,21.53,476.41,0.6,0.0,0
2025-09-26 18:32:34.105103,4.43,7.99,-1.37,0.0,100.0,980.32,10.32,212.36,47.05,408.79,4.43,0.0,0
2025-09-26 19:32:34.105103,2.72,7.07,-2.92,0.0,100.0,986.31,2.63,344.29,37.24,293.3,2.72,0.0,0
2025-09-26 20:32:34.105103,1.99,5.27,-4.61,0.0,94.4,985.51,4.18,236.04,34.2,299.97,0.87,0.0,0
2025-09-26 21:32:34.105103,4.49,10.15,-2.96,0.0,87.28,988.11,8.22,237.03,33.65,203.45,1.95,0.0,0
2025-09-26 22:32:34.105103,4.86,12.55,1.47,0.0,93.07,987.27,3.05,245.62,58.98,0.0,3.48,0.0,0
2025-09-26 23:32:34.105103,11.85,15.04,5.19,0.0,83.16,991.28,3.73,222.34,60.63,0.0,8.48,1.85,0
2025-09-27 00:32:34.105103,11.78,15.39,7.84,0.0,86.81,983.29,4.86,211.38,40.58,0.0,9.14,1.78,0
2025-09-27 01:32:34.105103,11.55,16.81,4.26,0.0,81.99,989.01,3.06,341.7,31.35,124.49,7.95,1.55,0
2025-09-27 02:32:34.105103,15.98,23.65,8.88,0.0,80.59,990.55,2.51,251.78,23.52,197.76,12.1,5.98,0
2025-09-27 03:32:34.105103,14.41,18.99,8.71,0.0,90.05,994.44,3.38,308.99,44.71,214.96,12.42,4.41,0
2025-09-27 04:32:34.105103,13.49,19.03,6.94,0.0,85.84,987.43,7.71,266.98,55.75,127.65,10.66,3.49,0
2025-09-27 05:32:34.105103,18.86,22.07,14.29,0.0,73.47,989.84,4.17,271.17,29.26,425.29,13.55,8.86,0
2025-09-27 06:32:34.105103,17.09,20.84,11.74,0.0,75.44,983.46,3.02,272.17,8.93,466.92,12.18,7.09,0
2025-09-27 07:32:34.105103,13.74,21.67,6.63,0.0,79.61,981.69,3.05,216.54,41.51,381.9,9.66,3.74,0
2025-09-27 08:32:34.105103,14.83,22.66,9.54,0.0,85.65,991.41,6.72,261.92,47.68,361.96,11.96,4.83,0
2025-09-27 09:32:34.105103,12.51,15.53,7.72,0.0,80.1,988.85,3.42,286.53,19.19,588.56,8.53,2.51,0
2025-09-27 10:32:34.105103,10.25,18.01,4.78,0.0,86.85,992.41,5.45,287.79,40.19,529.11,7.62,0.25,0
2025-09-27 11:32:34.105103,13.42,19.62,6.28,0.0,82.12,984.75,3.96,199.49,40.57,436.09,9.85,3.42,0
2025-09-27 12:32:34.105103,13.84,21.18,9.16,0.0,78.74,990.43,5.22,320.19,33.64,463.42,9.58,3.84,0
2025-09-27 13:32:34.105103,5.67,10.94,1.8,0.0,86.64,994.48,6.73,199.08,30.41,552.95,2.99,0.0,0
2025-09-27 14:32:34.105103,8.14,13.72,1.58,0.0,91.4,990.13,6.98,311.2,50.86,359.73,6.42,0.0,0
2025-09-27 15:32:34.105103,4.47,9.92,-2.66,0.0,94.99,989.7,3.14,197.69,38.46,623.72,3.47,0.0,0
2025-09-27 16:32:34.105103,3.85,10.18,0.34,0.0,98.73,988.9,4.21,335.85,29.51,522.17,3.59,0.0,0
2025-09-27 17:32:34.105103,3.04,6.73,-1.16,0.0,94.78,984.16,3.68,258.73,21.89,475.26,1.99,0.0,0
2025-09-27 18:32:34.105103,2.29,5.44,-1.42,0.0,100.0,992.94,7.42,185.86,57.61,187.0,2.29,0.0,0
2025-09-27 19:32:34.105103,4.32,8.86,-0.42,0.0,91.14,987.04,3.12,328.25,46.74,165.39,2.55,0.0,0
2025-09-27 20:32:34.105103,3.16,9.68,-2.09,0.0,100.0,990.38,5.38,181.99,45.88,165.22,3.16,0.0,0
2025-09-27 21:32:34.105103,6.31,10.32,-0.43,0.0,83.79,984.18,5.26,244.88,32.49,212.42,3.07,0.0,0
2025-09-27 22:32:34.105103,6.92,13.28,0.66,0.0,93.8,985.33,3.22,206.79,36.61,202.62,5.68,0.0,0
2025-09-27 23:32:34.105103,7.99,15.84,1.88,0.0,92.4,993.18,2.51,182.28,30.44,128.72,6.47,0.0,0
2025-09-28 00:32:34.105103,8.19,11.66,3.43,0.0,85.73,987.82,3.47,275.36,33.55,11.45,5.34,0.0,0
2025-09-28 01:32:34.105103,10.41,16.77,3.2,0.0,88.51,993.22,3.98,211.06,18.05,69.41,8.11,0.41,0
2025-09-28 02:32:34.105103,14.52,19.74,9.16,0.0,86.62,988.63,4.07,270.57,30.95,156.42,11.84,4.52,0
2025-09-28 03:32:34.105103,15.25,22.59,7.36,0.0,68.04,983.34,3.92,224.93,25.91,200.9,8.86,5.25,0
2025-09-28 04:32:34.105103,13.25,17.14,7.08,0.0,84.64,991.54,5.97,298.69,43.42,312.25,10.18,3.25,0
2025-09-28 05:32:34.105103,16.0,22.47,12.37,0.0,65.53,987.09,6.41,284.76,27.37,344.28,9.11,6.0,0
2025-09-28 06:32:34.105103,17.51,24.7,11.13,0.0,70.9,990.96,7.21,280.02,38.4,344.14,11.69,7.51,0
2025-09-28 07:32:34.105103,12.47,20.19,7.84,0.0,91.45,988.94,3.35,198.96,54.21,179.8,10.76,2.47,0
2025-09-28 08:32:34.105103,16.29,22.71,9.86,0.0,74.65,984.23,4.29,241.71,42.91,385.77,11.22,6.29,0
2025-09-28 09:32:34.105103,12.93,18.41,9.58,0.0,76.74,989.35,8.46,247.48,38.08,499.51,8.27,2.93,0
2025-09-28 10:32:34.105103,14.15,20.24,10.28,0.0,79.79,995.45,4.21,297.08,35.01,448.81,10.11,4.15,0
2025-09-28 11:32:34.105103,10.04,17.38,2.76,0.0,97.29,990.34,3.62,180.13,33.84,487.25,9.49,0.04,0
2025-09-28 12:32:34.105103,6.4,12.25,2.26,0.0,83.24,988.69,5.7,224.63,44.02,487.47,3.05,0.0,0
2025-09-28 13:32:34.105103,5.2,8.35,-1.98,0.0,88.94,992.09,6.08,219.81,56.27,273.03,2.99,0.0,0
2025-09-28 14:32:34.105103,7.11,14.76,2.71,0.0,98.83,989.49,4.22,301.93,47.84,455.98,6.87,0.0,0
2025-09-28 15:32:34.105103,6.29,12.73,0.07,0.0,100.0,989.49,3.81,328.27,64.17,238.19,6.29,0.0,0
2025-09-28 16:32:34.105103,3.0,9.39,-3.47,0.0,96.98,985.59,2.99,202.48,28.23,477.79,2.4,0.0,0
2025-09-28 17:32:34.105103,5.49,9.57,-0.07,0.0,87.57,989.56,3.88,190.44,27.24,405.58,3.0,0.0,0
2025-09-28 18:32:34.105103,0.69,6.98,-3.84,0.0,100.0,991.97,2.74,228.27,53.55,281.65,0.69,0.0,0
2025-09-28 19:32:34.105103,4.08,9.05,0.02,4.14,100.0,986.35,7.27,236.58,87.64,183.17,4.08,0.0,0
2025-09-28 20:32:34.105103,2.39,8.65,-0.78,0.0,100.0,993.13,2.6,189.7,58.14,206.52,2.39,0.0,0
2025-09-28 21:32:34.105103,4.46,8.0,-0.06,0.0,91.24,988.59,3.47,297.84,40.47,139.04,2.71,0.0,0
2025-09-28 22:32:34.105103,7.1,13.39,0.84,0.0,91.1,986.2,4.9,171.89,31.87,197.85,5.32,0.0,0
2025-09-28 23:32:34.105103,6.74,14.73,-0.96,0.0,91.1,991.85,4.63,252.66,38.41,48.48,4.95,0.0,0
2025-09-29 00:32:34.105103,9.23,12.48,1.88,0.0,89.8,987.99,3.23,217.26,24.57,68.72,7.2,0.0,0
2025-09-29 01:32:34.105103,13.57,21.46,6.74,0.0,88.9,991.13,5.14,295.91,28.16,115.34,11.35,3.57,0
2025-09-29 02:32:34.105103,11.85,16.88,4.91,0.0,88.62,987.98,2.77,298.05,49.04,0.0,9.57,1.85,0
2025-09-29 03:32:34.105103,15.92,23.27,9.59,0.0,72.74,988.68,4.93,326.13,40.1,133.19,10.46,5.92,0
2025-09-29 04:32:34.105103,12.94,19.85,8.64,1.23,100.0,990.34,3.35,199.47,88.63,92.7,12.94,2.94,0
2025-09-29 05:32:34.105103,16.86,22.69,9.32,0.0,78.28,989.73,2.71,298.24,16.93,412.15,12.51,6.86,0
2025-09-29 06:32:34.105103,18.89,25.58,12.53,0.0,77.11,982.87,3.99,283.11,29.97,344.97,14.31,8.89,0
2025-09-29 07:32:34.105103,10.86,18.25,5.05,0.0,93.05,985.49,6.62,317.76,29.27,417.2,9.47,0.86,0
2025-09-29 08:32:34.105103,13.61,18.63,10.05,0.0,76.03,991.64,3.29,284.29,44.78,287.25,8.81,3.61,0
2025-09-29 09:32:34.105103,15.4,20.04,10.17,0.0,78.72,988.46,6.07,30.9,28.52,523.87,11.14,5.4,0
2025-09-29 10:32:34.105103,12.6,18.94,7.3,0.0,80.45,987.28,4.4,285.19,24.37,694.99,8.69,2.6,0
2025-09-29 11:32:34.105103,12.3,19.34,4.98,0.0,75.71,984.78,3.04,191.39,33.15,570.44,7.44,2.3,0
2025-09-29 12:32:34.105103,8.8,15.61,3.06,0.0,90.54,985.62,3.81,247.35,33.87,638.57,6.9,0.0,0
2025-09-29 13:32:34.105103,8.62,15.61,3.72,0.0,100.0,982.79,4.19,225.96,59.84,362.67,8.62,0.0,0
2025-09-29 14:32:34.105103,6.69,11.87,-1.19,0.0,82.76,988.55,2.61,173.23,29.03,599.77,3.24,0.0,0
2025-09-29 15:32:34.105103,8.1,15.19,4.54,0.0,89.69,987.06,3.77,270.67,25.85,646.72,6.04,0.0,0
2025-09-29 16:32:34.105103,5.32,8.92,0.2,0.0,97.23,985.95,2.72,275.81,22.08,558.67,4.76,0.0,0
2025-09-29 17:32:34.105103,4.88,10.61,1.67,0.0,95.29,988.65,6.37,319.54,42.34,356.61,3.94,0.0,0
2025-09-29 18:32:34.105103,3.18,6.21,-3.52,0.0,96.66,989.95,5.4,216.22,37.71,403.98,2.51,0.0,0
2025-09-29 19:32:34.105103,3.23,7.86,-4.36,0.0,90.65,995.13,5.26,251.46,26.04,432.89,1.36,0.0,0
2025-09-29 20:32:34.105103,3.94,8.77,-0.46,0.0,97.25,984.32,3.38,296.96,55.52,153.93,3.39,0.0,0
2025-09-29 21:32:34.105103,6.55,11.53,-0.74,0.0,88.39,992.33,3.07,245.23,45.87,129.64,4.23,0.0,0
2025-09-29 22:32:34.105103,6.16,12.64,1.7,0.0,81.81,991.77,4.94,280.39,35.62,140.24,2.52,0.0,0
2025-09-29 23:32:34.105103,9.03,13.97,1.48,0.0,94.43,986.52,6.3,13.0,55.86,87.67,7.92,0.0,0
2025-09-30 00:32:34.105103,14.15,19.39,7.38,0.0,85.56,989.46,10.71,277.7,44.41,39.9,11.26,4.15,0
2025-09-30 01:32:34.105103,13.3,17.48,6.27,0.0,82.31,987.48,7.42,269.65,27.93,4.05,9.76,3.3,0
2025-09-30 02:32:34.105103,12.35,17.21,9.26,0.0,84.62,989.41,8.09,255.92,26.92,246.9,9.27,2.35,0
2025-09-30 03:32:34.105103,16.65,20.78,8.83,0.0,82.4,993.38,7.0,302.84,44.38,138.22,13.13,6.65,0
2025-09-30 04:32:34.105103,14.38,17.75,7.75,0.0,81.55,990.67,4.21,290.82,39.74,227.79,10.69,4.38,0
2025-09-30 05:32:34.105103,11.72,17.74,7.2,0.0,88.94,990.38,3.18,254.2,41.17,241.39,9.51,1.72,0
2025-09-30 06:32:34.105103,13.98,20.33,6.84,0.0,79.54,987.56,2.29,275.33,26.3,551.81,9.89,3.98,0
2025-09-30 07:32:34.105103,12.05,18.15,7.65,0.0,90.48,984.4,4.01,282.27,46.32,352.81,10.15,2.05,0
2025-09-30 08:32:34.105103,14.49,19.81,7.13,0.0,81.86,988.23,6.85,245.0,28.38,453.67,10.87,4.49,0
2025-09-30 09:32:34.105103,14.28,19.18,10.72,0.0,81.55,992.47,3.53,184.5,34.76,525.42,10.59,4.28,0
2025-09-30 10:32:34.105103,16.35,23.67,9.84,0.0,71.12,984.27,4.67,211.34,45.03,463.24,10.58,6.35,0
2025-09-30 11:32:34.105103,12.21,17.8,6.5,0.0,85.12,985.69,3.53,229.58,30.95,538.26,9.23,2.21,0
2025-09-30 12:32:34.105103,9.56,14.96,6.08,0.0,83.5,989.23,5.39,288.04,21.02,673.88,6.26,0.0,0
2025-09-30 13:32:34.105103,10.11,13.23,5.9,0.0,83.65,985.9,3.97,241.53,26.3,543.3,6.84,0.11,0
2025-09-30 14:32:34.105103,2.58,7.28,-0.48,0.0,94.06,986.47,2.09,248.0,51.97,346.5,1.39,0.0,0
2025-09-30 15:32:34.105103,6.23,11.13,0.89,0.0,87.32,987.58,2.74,260.98,41.21,334.01,3.69,0.0,0
2025-09-30 16:32:34.105103,6.35,11.34,1.84,0.0,100.0,984.75,5.9,221.18,43.71,323.78,6.35,0.0,0
2025-09-30 17:32:34.105103,1.25,7.15,-4.74,0.0,100.0,985.93,2.23,230.61,39.91,471.77,1.25,0.0,0
2025-09-30 18:32:34.105103,6.29,11.96,1.8,0.0,100.0,990.96,4.58,223.67,49.85,365.74,6.29,0.0,0
2025-09-30 19:32:34.105103,4.88,10.92,0.38,0.0,88.56,984.93,5.85,203.13,30.79,340.35,2.59,0.0,0
2025-09-30 20:32:34.105103,3.97,10.8,-2.74,0.0,96.4,984.06,2.67,219.33,46.25,298.13,3.25,0.0,0
2025-09-30 21:32:34.105103,7.02,14.09,3.78,0.0,85.0,986.96,6.88,230.41,30.19,205.73,4.02,0.0,0
2025-09-30 22:32:34.105103,11.54,18.13,4.03,0.0,81.21,991.05,8.34,200.55,26.63,139.75,7.78,1.54,0
2025-09-30 23:32:34.105103,8.81,16.59,1.55,0.0,84.19,988.26,2.81,225.71,30.72,75.17,5.65,0.0,0
2025-10-01 00:32:34.105103,10.5,13.59,4.16,0.0,92.45,987.46,3.47,279.17,37.47,0.0,8.99,0.5,0
2025-10-01 01:32:34.105103,10.63,14.61,4.67,0.0,84.07,988.98,4.79,296.0,36.55,55.5,7.45,0.63,0
2025-10-01 02:32:34.105103,11.3,14.34,3.84,0.0,90.39,983.61,8.98,222.1,42.55,176.12,9.38,1.3,0
2025-10-01 03:32:34.105103,15.9,22.14,11.98,0.0,81.17,990.33,3.79,255.33,0.0,313.65,12.14,5.9,0
2025-10-01 04:32:34.105103,13.48,20.97,10.09,0.0,93.29,990.0,6.21,330.87,33.57,301.35,12.14,3.48,0
2025-10-01 05:32:34.105103,15.94,20.16,11.74,0.0,70.69,987.62,4.62,187.67,26.43,409.85,10.08,5.94,0
2025-10-01 06:32:34.105103,15.04,22.68,8.07,0.0,85.73,991.87,3.47,328.49,52.92,285.76,12.19,5.04,0
2025-10-01 07:32:34.105103,16.75,20.05,13.58,0.0,82.6,985.47,2.41,203.77,25.5,424.32,13.27,6.75,0
2025-10-01 08:32:34.105103,15.86,23.54,9.95,0.0,73.34,992.23,3.26,298.84,33.3,394.49,10.53,5.86,0
2025-10-01 09:32:34.105103,16.32,21.08,8.34,0.0,82.56,989.31,3.27,293.39,51.23,367.9,12.83,6.32,0
2025-10-01 10:32:34.105103,11.98,15.49,4.7,0.0,85.71,987.84,9.85,236.23,24.73,573.11,9.12,1.98,0
2025-10-01 11:32:34.105103,11.01,16.44,5.41,0.0,84.34,988.79,6.56,268.76,41.11,471.45,7.88,1.01,0
2025-10-01 12:32:34.105103,8.04,12.33,4.72,0.0,85.82,988.53,3.77,225.76,29.89,560.11,5.21,0.0,0
2025-10-01 13:32:34.105103,7.56,11.98,0.4,0.0,87.07,992.51,4.72,253.4,33.49,656.73,4.97,0.0,0
2025-10-01 14:32:34.105103,7.75,12.29,1.76,0.0,100.0,985.62,3.39,271.65,36.97,420.56,7.75,0.0,0
2025-10-01 15:32:34.105103,7.27,14.29,3.7,0.0,91.1,986.56,7.7,237.67,33.23,394.01,5.49,0.0,0
2025-10-01 16:32:34.105103,2.96,8.66,-0.51,0.0,100.0,991.96,3.42,211.01,72.22,209.09,2.96,0.0,0
2025-10-01 17:32:34.105103,5.94,10.5,-1.6,0.0,89.13,987.06,3.27,258.98,48.01,311.15,3.77,0.0,0
2025-10-01 18:32:34.105103,6.71,12.76,0.37,0.0,88.03,991.55,4.54,278.63,50.03,298.45,4.32,0.0,0
2025-10-01 19:32:34.105103,5.03,11.61,-2.12,0.0,99.86,993.95,2.66,280.08,49.85,273.42,5.0,0.0,0
2025-10-01 20:32:34.105103,8.56,12.92,1.16,0.0,82.42,987.64,4.1,214.26,20.15,383.62,5.04,0.0,0
2025-10-01 21:32:34.105103,4.21,9.28,-1.65,0.0,93.61,990.89,3.45,289.21,45.75,90.71,2.93,0.0,0
2025-10-01 22:32:34.105103,4.51,8.12,-1.08,5.41,100.0,985.39,5.5,198.28,95.73,0.0,4.51,0.0,0
2025-10-01 23:32:34.105103,4.89,8.8,-0.26,0.0,95.22,991.11,7.96,161.7,34.08,90.28,3.93,0.0,0
2025-10-02 00:32:34.105103,12.99,19.4,8.41,0.0,81.61,989.45,4.45,265.18,45.46,38.52,9.32,2.99,0
2025-10-02 01:32:34.105103,12.86,16.77,7.69,0.0,84.68,990.27,4.74,249.4,44.39,167.75,9.8,2.86,0
2025-10-02 02:32:34.105103,12.89,18.52,6.02,0.0,86.13,986.92,5.98,259.9,56.58,137.68,10.12,2.89,0
2025-10-02 03:32:34.105103,14.8,21.35,8.79,0.0,83.47,983.87,2.49,302.06,32.56,203.64,11.5,4.8,0
2025-10-02 04:32:34.105103,12.95,16.48,5.48,0.0,77.65,990.36,3.64,276.42,22.85,264.08,8.48,2.95,0
2025-10-02 05:32:34.105103,20.69,26.53,15.47,0.0,69.55,982.66,6.2,237.35,26.16,331.41,14.6,10.69,1
2025-10-02 06:32:34.105103,16.26,20.54,10.22,0.0,83.58,987.9,7.38,346.82,51.15,246.72,12.98,6.26,0
2025-10-02 07:32:34.105103,16.02,23.83,9.86,0.0,82.45,991.68,5.98,7.53,17.94,553.58,12.51,6.02,0
2025-10-02 08:32:34.105103,16.65,22.07,10.69,0.0,70.16,989.43,8.5,314.05,9.4,640.57,10.68,6.65,0
2025-10-02 09:32:34.105103,15.21,22.24,8.69,0.0,80.95,994.7,3.32,277.72,36.37,404.13,11.4,5.21,0
2025-10-02 10:32:34.105103,13.45,19.2,9.26,0.0,71.93,991.93,7.15,206.07,26.54,545.85,7.84,3.45,0
2025-10-02 11:32:34.105103,9.97,13.19,4.41,0.0,87.27,986.89,4.43,327.97,38.71,529.97,7.43,0.0,0
2025-10-02 12:32:34.105103,10.94,17.11,7.42,0.0,95.07,988.93,2.36,248.48,51.99,401.67,9.96,0.94,0
2025-10-02 13:32:34.105103,12.21,19.97,7.29,0.0,78.94,988.71,5.35,164.03,28.94,592.01,8.0,2.21,0
2025-10-02 14:32:34.105103,9.69,15.7,4.25,0.0,83.29,984.11,4.04,185.35,17.91,653.45,6.35,0.0,0
2025-10-02 15:32:34.105103,8.95,16.04,2.68,0.0,92.4,986.03,10.8,315.63,61.65,364.8,7.43,0.0,0
2025-10-02 16:32:34.105103,3.78,11.2,-3.97,0.0,88.61,987.17,4.97,191.07,29.33,501.4,1.51,0.0,0
2025-10-02 17:32:34.105103,2.23,6.37,-3.78,0.0,95.5,982.74,3.76,312.98,32.16,411.28,1.33,0.0,0
2025-10-02 18:32:34.105103,3.75,7.81,-2.97,0.0,99.36,988.99,4.69,192.76,55.72,204.72,3.62,0.0,0
